Chemical name,LogS exp (mol/L),SMILES,Unnamed: 3,Unnamed: 4,Unnamed: 5,dmw,MW,ORISET,REF,FOLD,Predicted HFE from extra trees (kcal/mol),weight (g),can SMILES
benzylimidazole,-2.26,n1(Cc2ccccc2)cncc1,0,0,0,-151.3,158.084,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-7.63,158.08439832,c1ccc(Cn2ccnc2)cc1
bupivacaine,-3.22,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0,0,0,130.1,288.22,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-8.47,288.220163516,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
carprofen,-4.7,CC(C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21,0,0,0,-16.2,272.048,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-9.02,273.055656304,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
carvedilol,-4.26,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0,0,0,133.1,405.181,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-11.85,406.189257312,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
cephalothin,-2.94,C1(=C(COC(C)=O)CS[C@@H]2[C@H](NC(=O)Cc3cccs3)C(N12)=O)C(O)=O,0,0,0,-9.1,396.045,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-14.97,396.044978232,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
Chloral_Hydrate,1.7,ClC(Cl)(Cl)C(O)O,0,0,0,-230.7,165.39,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-10.13,163.919862376,OC(O)C(Cl)(Cl)Cl
Chloramphenicol,-2.11,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],0,0,0,156.6,322.012,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-12.78,322.012326844,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
chlorpheniramine,-2.67,C([C@H](c1ccccn1)c1ccc(cc1)Cl)CN(C)C,0,0,0,-47.9,274.124,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-7.84,274.123676288,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1
chlorpromazine,-5.07,c1c(Cl)ccc2Sc3ccccc3N(CCCN(C)C)c12,0,0,0,44.7,318.864,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-7.57,318.095747288,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
chlorzoxazone,-2.66,c1cc2c(cc1Cl)[nH]c(=O)o2,0,0,0,-149.9,168.993,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-9.45,168.993056048,O=c1[nH]c2cc(Cl)ccc2o1
Clozapine,-3.24,CN1CCN(CC1)C2=Nc3cc(ccc3Nc4c2cccc4)Cl,0,0,0,157.1,326.13,DLS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-8.47,326.129824288,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
Cocaine,-2.25,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)OC,0,0,0,-23,303.147,DLS,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-8.79,303.147058152,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
Cortisone,-3.27,O=C(CO)[C@@]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)CC[C@]1(C)[C@H]4C(=O)C[C@@]23C,0,0,0,57,360.194,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-11.5,360.193673996,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
danofloxacin,-2.9,C[N@]1C[C@@H]2C[C@H]1CN2c1c(cc2c(n(cc(C(=O)O)c2=O)C2CC2)c1)F,0,0,0,-3,357.149,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-11.5,357.14886972,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1
Dapsone,-3.09,O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2,0,0,0,-109.1,248.062,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-10.02,248.061948624,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
deprenyl,-2.51,C[C@H](CC1=CC=CC=C1)N(C)CC#C,0,0,0,-60.9,187.136,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-5.32,187.136099544,C#CCN(C)[C@H](C)Cc1ccccc1
Diazepam,-3.75,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,0,0,0,96.9,284.072,DLS,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-7.84,284.071640716,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
Dibucaine,-4.39,O=C(c1c2ccccc2nc(OCCCC)c1)NCCN(CC)CC,0,0,0,59.2,343.226,SCTS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-10.62,343.225977168,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
Dipyridamole,-5.16,OCCN(CCO)C1=NC2=C(N3CCCCC3)N=C(N(CCO)CCO)N=C2C(N4CCCCC4)=N1,0,0,0,161.1,504.317,SCTS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-12.3,504.31725176,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
Diuron,-3.76,Clc1ccc(NC(=O)N(C)C)cc1Cl,0,0,0,-272.3,232.017,DLS,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-8.83,232.0170183,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
Equilin,-5.28,O=C3CC[C@H]4C/2=C/Cc1c(ccc(O)c1)[C@H]\2CC[C@]34C,0,0,0,36.1,268.146,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-8.38,268.14632988,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O
erythromycin,-3.15,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,0,0,0,465.8,733.937,BER,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-14.8,733.461241204,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
Famotidine,-2.65,O=S(=O)(N=C(N)CCSCc1nc(/N=C(/N)N)sc1)N,0,0,0,-396.9,337.045,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-12.04,337.04493572,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
felodipine,-5.89,O=C(OCC)\C1=C(\N/C(=C(/C(=O)OC)C1c2cccc(Cl)c2Cl)C)C,0,0,0,47.2,384.259,BER,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-9.89,383.069113448,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
fenoprofen,-3.7,CC(C(O)=O)c1cccc(Oc2ccccc2)c1,0,0,0,-142.2,242.094,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-9.88,242.094294308,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
Fluconazole,-1.8,c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,0,0,0,64,306.104,DLS,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-10.81,306.104065444,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
Flufenamic_acid,-5.35,FC(F)(F)c1cc(ccc1)Nc2ccccc2C(=O)O,0,0,0,-25,281.066,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-5.68,281.06636322,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
Fluometuron,-3.46,O=C(Nc1cc(ccc1)C(F)(F)F)N(C)C,0,0,0,-49,232.082,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-7.64,232.082347632,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
fluvastatin,-3.83,O=C(O)C[C@H](O)C[C@H](O)/C=C/c2c(c1ccccc1n2C(C)C)c3ccc(F)cc3,0,0,0,179.4,411.466,BER,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-13.01,411.184586532,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
Furosemide,-4.23,o1cccc1CNc(cc2Cl)c(C(=O)O)cc2S(=O)(=O)N,0,0,0,-81.5,330.008,SCTS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-11.95,330.007720132,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
Gliclazide,-4.29,O=S(=O)(c1ccc(cc1)C)NC(=O)NN3CC2CCCC2C3,0,0,0,-6.9,323.13,DLS,"Narasimham & Barhate,  Journal of Pharmacy Research, 4, 532 (2011)",2019SC JBOM Training Set,-10.12,323.130362532,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
Guanine,-4.43,c1[nH]c2c(n1)c(=O)[nH]c(n2)N,0,0,0,-172.1,151.049,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-15.2,151.04940978,Nc1nc2[nH]cnc2c(=O)[nH]1
Hydrochlorothiazide,-2.68,O=S(=O)(N)c1c(Cl)cc2c(c1)S(=O)(=O)NCN2,0,0,0,145.9,296.964,DLS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-13.93,296.964475416,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
Hydroflumethiazide,-2.97,FC(F)(F)c2c(cc1c(NCNS1(=O)=O)c2)S(=O)(=O)N,0,0,0,34,330.991,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-13.87,330.990832396,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
Ibuprofen,-3.59,CC(C)Cc1ccc(cc1)C(C)C(=O)O,0,0,0,-124.9,206.131,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-7,206.130679816,CC(C)Cc1ccc(C(C)C(=O)O)cc1
ibutilide,-1.81,O=S(=O)(Nc1ccc(cc1)C(O)CCCN(CC)CCCCCCC),0,0,0,178.4,384.578,BER,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-10.26,370.229013948,CCCCCCCN(CC)CCCC(O)c1ccc(N[SH](=O)=O)cc1
Imipramine,-4.11,c1cc3c(cc1)CCc2c(cccc2)N3CCCN(C)C,0,0,0,-104.4,280.194,SCTS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-7.51,280.193948768,CN(C)CCCN1c2ccccc2CCc2ccccc21
Isoproturon,-3.47,O=C(Nc1ccc(cc1)C(C)C)N(C)C,0,0,0,-74.1,206.142,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-8.68,206.141913196,CC(C)c1ccc(NC(=O)N(C)C)cc1
Ketoprofen,-3.21,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,0,0,0,48,254.094,SCTS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-10.78,254.094294308,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
linezolid,-2.07,O=C1O[C@@H](CNC(=O)C)CN1c3cc(F)c(N2CCOCC2)cc3,0,0,0,83.3,337.346,BER,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-11.35,337.14378434,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
Linuron,-3.52,Clc1ccc(NC(=O)N(OC)C)cc1Cl,0,0,0,-89.3,248.012,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-9.17,248.01193292,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
lomefloxacin,-2.33,CCn1cc(C(O)=O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,0,0,0,103.1,351.139,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-12.26,351.139447908,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
loperamide,-7.07,CN(C)C(=O)C(CCN1CCC(CC1)(c1ccc(cc1)Cl)O)(c1ccccc1)c1ccccc1,0,0,0,125.1,476.223,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-9.91,476.223055976,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
meclizine,-6.49,Cc1cccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)c1,0,0,0,-86,390.186,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-7.32,390.186276544,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
Meclofenamic_acid,-6.27,ClC(C=CC(C)=C1Cl)=C1NC2=CC=CC=C2C(O)=O,0,0,0,-149.1,241.11,SCTS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-7.07,295.016683952,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
Mefenamic_acid,-6.74,O=C(O)c2c(Nc1cccc(c1C)C)cccc2,0,0,0,0,241.11,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-8.11,241.11027872,Cc1cccc(Nc2ccccc2C(=O)O)c1C
Metoclopramide,-3.57,Clc1cc(c(OC)cc1N)C(=O)NCCN(CC)CC,0,0,0,58,299.14,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-9.41,299.140054624,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
Metronidazole,-1.22,[O-][N+](=O)c1cnc(n1CCO)C,0,0,0,-128.1,171.064,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-10.43,171.064391148,Cc1ncc([N+](=O)[O-])n1CCO
Nadolol,-1.01,OC(CNC(C)(C)C)COc1cccc2c1C[C@H](O)[C@H](O)C2,0,0,0,138.1,309.194,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-12.74,309.194008344,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
Nalidixic_acid,-3.61,O=C\2c1c(nc(cc1)C)N(/C=C/2C(=O)O)CC,0,0,0,-77.1,232.085,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-12.2,232.084792244,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
Nicotinic_acid,-0.85,c1cc(cnc1)C(=O)O,0,0,0,-109.1,123.032,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-11.6,123.0320284,O=C(O)c1cccnc1
Niflumic_acid,-4.58,FC(F)(F)c1cc(ccc1)Nc2ncccc2C(=O)O,0,0,0,159,282.062,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-11.4,282.061612188,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
Oxytetracycline,-3.09,CN(C)[C@@H]3C(\O)=C(\C(N)=O)C(=O)[C@@]4(O)C(/O)=C2/C(=O)c1c(cccc1O)[C@@](C)(O)[C@H]2[C@H](O)[C@@H]34,0,0,0,178.1,460.148,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-17.19,460.148180348,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
Paracetamol_(acetaminophen),-1.06,CC(=O)Nc1ccc(cc1)O,0,0,0,-309.1,151.063,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-12.06,151.063328528,CC(=O)Nc1ccc(O)cc1
Pentoxifylline,-0.56,O=C2N(c1ncn(c1C(=O)N2CCCCC(=O)C)C)C,0,0,0,127.1,278.138,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-9.23,278.137890436,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
Perylene,-8.8,c1cc2cccc3c2c(c1)c4cccc5c4c3ccc5,0,0,0,-26,252.094,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-4.26,252.093900384,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
phenanthroline,-1.62,c12c(ccc3cccnc13)cccn2,0,0,0,-72,180.069,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-6.39,180.068748256,c1cnc2c(c1)ccc1cccnc12
Phenobarbital_(5-Ethyl-5-phenylbarbital),-2.29,C1(NC(C(c2ccccc2)(C(=O)N1)CC)=O)=O,0,0,0,52,232.085,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-12.08,232.084792244,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Phenytoin,-4.15,O=C2NC(=O)NC2(c1ccccc1)c3ccccc3,0,0,0,20.2,252.268,WAS,"Wassvik et al., Eur. J. Pharm. Sci. 29, 294 (2006)",2019SC JBOM Training Set,-10.18,252.089877624,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
Phthalic_acid,-1.49,c1ccc(c(c1)C(=O)O)C(=O)O,0,0,0,-86.2,166.027,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-10.43,166.026608672,O=C(O)c1ccccc1C(=O)O
piroxicam,-4.8,S1(=O)(=O)N(C)C(=C(c2ccccc12)O)C(Nc1ccccn1)=O,0,0,0,165,331.063,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-13.89,331.062676896,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
primaquine,-2.52,O(c1cc(NC(C)CCCN)c2ncccc2c1)C,0,0,0,-71.7,259.347,BER,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-9.49,259.168462292,COc1cc(NC(C)CCCN)c2ncccc2c1
Progesterone,-4.42,O=C4\C=C2/[C@]([C@H]1CC[C@@]3([C@@H](C(=O)C)CC[C@H]3[C@@H]1CC2)C)(C)CC4,0,0,0,54.9,314.225,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-5.88,314.2245802,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
propoxyphene,-4.96,CCC(=O)O[C@](Cc1ccccc1)(c2ccccc2)[C@H](C)CN(C)C,0,0,0,25.2,339.471,HUG-tr,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-8.15,339.219829168,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C
Propranolol,-3.49,CC(C)NCC(COc1cccc2c1cccc2)O,0,0,0,-80.3,259.157,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-9.03,259.157228912,CC(C)NCC(O)COc1cccc2ccccc12
Pyrazinamide,-0.91,O=C(N)c1nccnc1,0,0,0,-136.1,123.043,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-13.37,123.04326178,NC(=O)c1cnccn1
Pyrimethamine,-4.11,Clc2ccc(c1c(nc(nc1CC)N)N)cc2,0,0,0,125.7,248.71,SCTS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-10.59,248.082874096,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
Quinidine,-2.81,O(c4cc1c(nccc1[C@H](O)[C@@H]2N3CC[C@@H](C2)[C@@H](/C=C)C3)cc4)C,0,0,0,75.5,324.184,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-9.87,324.183778008,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
Salicylamide,-1.84,O=C(c1ccccc1O)N,0,0,0,-187.1,137.048,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-10.33,137.047678464,NC(=O)c1ccccc1O
Salicylic_acid,-1.93,c1ccc(c(c1)C(=O)O)O,0,0,0,1,138.032,DLS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-10.18,138.031694052,O=C(O)c1ccccc1O
sarafloxacin,-3.13,C1CN(CCN1)c1c(cc2c(n(cc(C(=O)O)c2=O)c2ccc(cc2)F)c1)F,0,0,0,247.1,385.124,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-13,385.123797844,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O
sparfloxacin,-3.37,C[C@@H]1CN(C[C@@H](N1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)O)C4CC4)N)F,0,0,0,7.3,392.41,SCTR,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-12.7,392.165997004,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1
Sulfacetamide,-1.52,O=S(=O)(c1ccc(N)cc1)NC(=O)C,0,0,0,-178.4,214.041,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-11.62,214.04121318,CC(=O)NS(=O)(=O)c1ccc(N)cc1
Sulfadiazine,-3.53,O=S(=O)(Nc1ncccn1)c2ccc(N)cc2,0,0,0,36,250.052,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-13.76,250.05244656,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
Sulfamethazine,-2.73,O=S(=O)(Nc1nc(cc(n1)C)C)c2ccc(N)cc2,0,0,0,28,278.084,DLS,"Llinas et al., J. Chem. Inf. Model. 48, 1289 (2008)",2019SC JBOM Training Set,-13.22,278.083746688,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
Sulfamethizole,-2.78,NC1=CC=C(S(NC2=NN=C(C)S2)(=O)=O)C=C1,0,0,0,-8.1,270.025,SCTS,"Hopfinger et al., J. Chem. Inf. Model., 49, 1 (2009)",2019SC JBOM Training Set,-11.58,270.02451756,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
Sulfanilamide,-1.36,O=S(=O)(c1ccc(N)cc1)N,0,0,0,-98,172.031,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-11.17,172.030648496,Nc1ccc(S(N)(=O)=O)cc1
Thalidomide,-3.7,c1ccc2c(c1)C(=O)N(C2=O)C3CCC(=O)NC3=O,0,0,0,86,258.064,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-11.8,258.0640568,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
Thebaine,-2.66,O(c5ccc4c2c5O[C@H]3C(/OC)=C\C=C1\[C@H](N(CC[C@]123)C)C4)C,0,0,0,53.1,311.152,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-7.78,311.152143532,COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5
Thiamphenicol,-2.15,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc(cc1)S(=O)(=O)C)CO,0,0,0,43.9,355.005,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-13,355.00479894,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1
Thymine,-1.5,Cc1c[nH]c(=O)[nH]c1=O,0,0,0,-229,126.043,DLS,"Rytting et al., AAPS J, 7:E78 (2005)",2019SC JBOM Training Set,-14.21,126.042927432,Cc1c[nH]c(=O)[nH]c1=O
tipranavir,-6.3,CCC[C@]1(CC(/O)=C(\C(=O)O1)[C@H](CC)c3cccc(NS(=O)(=O)c2ccc(cn2)C(F)(F)F)c3)CCc4ccccc4,0,0,0,476.6,602.66,BER,"Bergstrom et al., J. Chem. Inf. Comput. Sci., 44, 1477 (2004)",2019SC JBOM Training Set,-12.73,602.206227816,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
